,train,val,test
0,S104_SC0_P77_LKPG12,S139_SC0_P53_LKPG13,S55_SC0_P92_LKPG1
1,S104_SC0_P80_LKPG16,S76_SC0_P6_LKPG4,S55_SC0_P94_LKPG1
2,S105_SC0_P4_LKPG5,S25_SC0_P54_LKPG3,S55_SC0_P58_LKPG16
3,S105_SC0_P6_LKPG5,S25_SC0_P49_LKPG11,S116_SC0_P41_LKPG5
4,S106_SC0_P11_LKPG5,S193_SC0_P83_LKPG7,S116_SC0_P42_LKPG5
5,S106_SC0_P12_LKPG5,S193_SC0_P84_LKPG7,S116_SC0_P43_LKPG5
6,S106_SC0_P13_LKPG5,S193_SC0_P85_LKPG7,S116_SC0_P44_LKPG5
7,S106_SC0_P14_LKPG5,S193_SC0_P86_LKPG7,S144_SC0_P65_LKPG13
8,S10_SC0_P50_LKPG1,S193_SC0_P80_LKPG7,S144_SC0_P66_LKPG13
9,S10_SC0_P51_LKPG1,S233_SC0_P55_LKPG9,S144_SC0_P61_LKPG13
10,S10_SC0_P53_LKPG1,S79_SC0_P11_LKPG12,S144_SC0_P62_LKPG13
11,S114_SC0_P75_LKPG11,S79_SC0_P13_LKPG12,S189_SC0_P70_LKPG7
12,S115_SC0_P52_LKPG15,S79_SC0_P8_LKPG12,S234_SC0_P48_LKPG14
13,S115_SC0_P53_LKPG15,S79_SC0_P9_LKPG12,S138_SC0_P29_LKPG6
14,S117_SC0_P84_LKPG11,S36_SC0_P91_LKPG3,S138_SC0_P30_LKPG6
15,S117_SC0_P85_LKPG11,S36_SC0_P92_LKPG3,S138_SC0_P31_LKPG6
16,S117_SC0_P86_LKPG11,S36_SC0_P94_LKPG3,S138_SC0_P32_LKPG6
17,S119_SC0_P53_LKPG5,S162_SC0_P1_LKPG13,S138_SC0_P26_LKPG6
18,S11_SC0_P56_LKPG1,S162_SC0_P5_LKPG13,S184_SC0_P1_LKPG14
19,S11_SC0_P58_LKPG1,S162_SC0_P6_LKPG13,S184_SC0_P2_LKPG14
20,S121_SC0_P55_LKPG5,S3_SC0_P13_LKPG1,S184_SC0_P4_LKPG14
21,S125_SC0_P72_LKPG5,S3_SC0_P14_LKPG1,S154_SC0_P86_LKPG6
22,S127_SC0_P44_LKPG15,S3_SC0_P15_LKPG1,S232_SC0_P48_LKPG9
23,S127_SC0_P45_LKPG15,S3_SC0_P16_LKPG1,S232_SC0_P51_LKPG9
24,S128_SC0_P85_LKPG5,S191_SC0_P12_LKPG14,S68_SC0_P23_LKPG13
25,S136_SC0_P23_LKPG6,S255_SC0_P37_LKPG10,S68_SC0_P24_LKPG13
26,S13_SC0_P65_LKPG1,S255_SC0_P38_LKPG10,S68_SC0_P25_LKPG13
27,S13_SC0_P68_LKPG1,S255_SC0_P34_LKPG10,S107_SC0_P16_LKPG5
28,S143_SC0_P48_LKPG6,S255_SC0_P35_LKPG10,S89_SC0_P51_LKPG4
29,S15_SC0_P99_LKPG15,S151_SC0_P78_LKPG6,S170_SC0_P80_LKPG13
30,S16_SC0_P69_LKPG1,S151_SC0_P79_LKPG6,S213_SC0_P72_LKPG8
31,S178_SC0_P50_LKPG11,S45_SC0_P58_LKPG2,S40_SC0_P29_LKPG8
32,S180_SC0_P47_LKPG7,S45_SC0_P59_LKPG2,S40_SC0_P30_LKPG8
33,S180_SC0_P49_LKPG7,S45_SC0_P60_LKPG2,S40_SC0_P31_LKPG8
34,S180_SC0_P43_LKPG7,S167_SC0_P38_LKPG12,S72_SC0_P1_LKPG4
35,S181_SC0_P98_LKPG7,S167_SC0_P65_LKPG16,S150_SC0_P73_LKPG6
36,S181_SC0_P2_LKPG8,S167_SC0_P61_LKPG16,S7_SC0_P37_LKPG1
37,S181_SC0_P4_LKPG8,S167_SC0_P62_LKPG16,S7_SC0_P38_LKPG1
38,S187_SC0_P65_LKPG7,S222_SC0_P94_LKPG8,S7_SC0_P34_LKPG1
39,S187_SC0_P66_LKPG7,S222_SC0_P96_LKPG8,S7_SC0_P35_LKPG1
