,train,val,test
0,S100_SC0_P86_LKPG4,S229_SC0_P30_LKPG9,S119_SC0_P53_LKPG5
1,S100_SC0_P87_LKPG4,S229_SC0_P31_LKPG9,S128_SC0_P85_LKPG5
2,S100_SC0_P88_LKPG4,S229_SC0_P32_LKPG9,S105_SC0_P4_LKPG5
3,S104_SC0_P77_LKPG12,S229_SC0_P33_LKPG9,S105_SC0_P6_LKPG5
4,S104_SC0_P80_LKPG16,S93_SC0_P55_LKPG4,S180_SC0_P47_LKPG7
5,S106_SC0_P11_LKPG5,S93_SC0_P56_LKPG4,S180_SC0_P49_LKPG7
6,S106_SC0_P12_LKPG5,S93_SC0_P52_LKPG4,S180_SC0_P43_LKPG7
7,S106_SC0_P13_LKPG5,S93_SC0_P53_LKPG4,S230_SC0_P37_LKPG9
8,S106_SC0_P14_LKPG5,S93_SC0_P54_LKPG4,S230_SC0_P38_LKPG9
9,S10_SC0_P50_LKPG1,S123_SC0_P64_LKPG5,S230_SC0_P39_LKPG9
10,S10_SC0_P51_LKPG1,S123_SC0_P60_LKPG5,S98_SC0_P75_LKPG4
11,S10_SC0_P53_LKPG1,S123_SC0_P61_LKPG5,S261_SC0_P68_LKPG10
12,S116_SC0_P41_LKPG5,S123_SC0_P62_LKPG5,S261_SC0_P69_LKPG10
13,S116_SC0_P42_LKPG5,S217_SC0_P68_LKPG16,S261_SC0_P70_LKPG10
14,S116_SC0_P43_LKPG5,S243_SC0_P1_LKPG10,S261_SC0_P71_LKPG10
15,S116_SC0_P44_LKPG5,S243_SC0_P2_LKPG10,S261_SC0_P72_LKPG10
16,S117_SC0_P84_LKPG11,S243_SC0_P4_LKPG10,S80_SC0_P19_LKPG4
17,S117_SC0_P85_LKPG11,S219_SC0_P58_LKPG14,S94_SC0_P57_LKPG4
18,S117_SC0_P86_LKPG11,S219_SC0_P59_LKPG14,S94_SC0_P60_LKPG4
19,S125_SC0_P72_LKPG5,S219_SC0_P60_LKPG14,S107_SC0_P16_LKPG5
20,S127_SC0_P44_LKPG15,S247_SC0_P42_LKPG14,S206_SC0_P48_LKPG8
21,S127_SC0_P45_LKPG15,S7_SC0_P37_LKPG1,S240_SC0_P84_LKPG9
22,S131_SC0_P98_LKPG5,S7_SC0_P38_LKPG1,S240_SC0_P79_LKPG9
23,S136_SC0_P23_LKPG6,S7_SC0_P34_LKPG1,S101_SC0_P55_LKPG15
24,S138_SC0_P29_LKPG6,S7_SC0_P35_LKPG1,S101_SC0_P56_LKPG15
25,S138_SC0_P30_LKPG6,S7_SC0_P36_LKPG1,S101_SC0_P57_LKPG15
26,S138_SC0_P31_LKPG6,S72_SC0_P1_LKPG4,S101_SC0_P58_LKPG15
27,S138_SC0_P32_LKPG6,S3_SC0_P13_LKPG1,S213_SC0_P72_LKPG8
28,S138_SC0_P26_LKPG6,S3_SC0_P14_LKPG1,S225_SC0_P6_LKPG9
29,S139_SC0_P53_LKPG13,S3_SC0_P15_LKPG1,S73_SC0_P76_LKPG15
30,S13_SC0_P65_LKPG1,S3_SC0_P16_LKPG1,S73_SC0_P78_LKPG15
31,S13_SC0_P68_LKPG1,S178_SC0_P50_LKPG11,S73_SC0_P79_LKPG15
32,S143_SC0_P48_LKPG6,S111_SC0_P31_LKPG5,S34_SC0_P94_LKPG15
33,S14_SC0_P20_LKPG8,S111_SC0_P32_LKPG5,S266_SC0_P91_LKPG10
34,S14_SC0_P22_LKPG8,S111_SC0_P33_LKPG5,S266_SC0_P92_LKPG10
35,S14_SC0_P23_LKPG8,S111_SC0_P34_LKPG5,S266_SC0_P90_LKPG10
36,S150_SC0_P73_LKPG6,S111_SC0_P35_LKPG5,S90_SC0_P15_LKPG8
37,S155_SC0_P68_LKPG13,S177_SC0_P16_LKPG15,S90_SC0_P18_LKPG8
38,S155_SC0_P69_LKPG13,S177_SC0_P17_LKPG15,S232_SC0_P48_LKPG9
39,S155_SC0_P72_LKPG13,S51_SC0_P84_LKPG1,S232_SC0_P51_LKPG9
40,S160_SC0_P11_LKPG7,S51_SC0_P85_LKPG1,S154_SC0_P86_LKPG6
41,S160_SC0_P6_LKPG7,S51_SC0_P86_LKPG1,S257_SC0_P44_LKPG10
42,S160_SC0_P8_LKPG7,S173_SC0_P39_LKPG11,S15_SC0_P99_LKPG15
