,train,val,test
0,S100_SC0_P86_LKPG4,S131_SC0_P98_LKPG5,S195_SC0_P32_LKPG16
1,S100_SC0_P87_LKPG4,S232_SC0_P48_LKPG9,S195_SC0_P33_LKPG16
2,S100_SC0_P88_LKPG4,S232_SC0_P51_LKPG9,S195_SC0_P34_LKPG16
3,S101_SC0_P55_LKPG15,S81_SC0_P20_LKPG4,S195_SC0_P35_LKPG16
4,S101_SC0_P56_LKPG15,S81_SC0_P21_LKPG4,S95_SC0_P65_LKPG15
5,S101_SC0_P57_LKPG15,S81_SC0_P22_LKPG4,S95_SC0_P60_LKPG15
6,S101_SC0_P58_LKPG15,S81_SC0_P23_LKPG4,S257_SC0_P44_LKPG10
7,S104_SC0_P77_LKPG12,S81_SC0_P24_LKPG4,S111_SC0_P31_LKPG5
8,S104_SC0_P80_LKPG16,S261_SC0_P68_LKPG10,S111_SC0_P32_LKPG5
9,S105_SC0_P4_LKPG5,S261_SC0_P69_LKPG10,S111_SC0_P33_LKPG5
10,S105_SC0_P6_LKPG5,S261_SC0_P70_LKPG10,S111_SC0_P34_LKPG5
11,S116_SC0_P41_LKPG5,S261_SC0_P71_LKPG10,S111_SC0_P35_LKPG5
12,S116_SC0_P42_LKPG5,S261_SC0_P72_LKPG10,S191_SC0_P12_LKPG14
13,S116_SC0_P43_LKPG5,S236_SC0_P30_LKPG12,S221_SC0_P88_LKPG8
14,S116_SC0_P44_LKPG5,S236_SC0_P94_LKPG16,S244_SC0_P11_LKPG10
15,S117_SC0_P84_LKPG11,S25_SC0_P54_LKPG3,S266_SC0_P91_LKPG10
16,S117_SC0_P85_LKPG11,S25_SC0_P49_LKPG11,S266_SC0_P92_LKPG10
17,S117_SC0_P86_LKPG11,S94_SC0_P57_LKPG4,S266_SC0_P90_LKPG10
18,S124_SC0_P68_LKPG5,S94_SC0_P60_LKPG4,S71_SC0_P91_LKPG13
19,S125_SC0_P72_LKPG5,S31_SC0_P74_LKPG3,S115_SC0_P52_LKPG15
20,S127_SC0_P44_LKPG15,S31_SC0_P75_LKPG3,S115_SC0_P53_LKPG15
21,S127_SC0_P45_LKPG15,S31_SC0_P76_LKPG3,S180_SC0_P47_LKPG7
